pid,ocr_text,ocr_raw_text_count
POST00003700,3F | 口腔 | 2F | 弟装饰 | 3F | 口腔 | 2F | 梵希医美 | 3F | 梵希医美 | 3F,57
POST00003465,科音 | 抖管：飞号大湾,12
POST00002340,,0
POST00002652,,0
POST00000005,,0
POST00001381,"Gatlinburg, TN | Vacation Rental | Gatlinburg,TN | Vacation Rental | Gatlinburg, TN | Vacation Rental | Gatlinburg, TN | Vacation Rental",136
POST00000523,AY | FOXWOODS | RESORTCASINO | ALI | Broadway in Bryant | Park 2022 | NAY | FOX | RESOI | THE | Broadway in Bryant | Park 2022 | FOX | RESORTCASINO | THE | ALL | Broadway in Bryant | Park 2022 | FOXWCDE | RESORTCASINO | THE | Broadway in Bryant | Park 2022,256
POST00001228,SI VIENEs | y hay muchas tienditas | que puedes comprar | y puedes pasar un excelente | rato en the lodge,105
POST00003563,"MUSICAL CHAIRS IN BRYANT | PARK, NEW YORK H | #BPmusicalchairs | 1088n8888",74
POST00002992,CosasGratis | Verano en Nueva York | Free Things to do NYC | Pt4 | cada semana | tienen una pelicula | diferente | pero la pelicula | empieza alas 08:00 pm | JUN12 | ALMOST FAMOUS | GT NNC | DREAMGTRLS | JUN | 26 | MEAN GIRLS | JUL3 | SCHOOL OFROCK | JUL10 | ROMAN HOLTDAY | JUL17 | REALTTYBTTES | JUL | 24 | STAR TREK TT: | THESEARCH FOR SPOCK | JUL31 | SWTNGERS | AUG 7 | 48 HRS. | AUG14 | ZOOLANDER | AUG 21 | BONUS MOVTE | GOODBURGER | LAWN OPENS AT 5PM | MOVTES START AT BPM | CELEBRATING 3O YEARS | y sigueme para lo mejor | en la ciudad de Nueva York,557
POST00003140,888 | 888 888 | 888,19
POST00000916,is such a beautiful iconic | placetogo | and you can even eat | outside on the patio and | have a wonderful wonderful | time,124
POST00003001,CosasGratis | En Nueva | York | Free Things to do NYC | cada semana | tienen -una pelicula | diferente | pero la pelicula | empieza alas 08:00 pm | JUN12 | ALMOST FAMOUS | GT NNC | DREAMGTRLS | JUN | 26 | MEAN GTRLS | JUL3 | SCHOOL OF ROCK | JUL10 | ROMaN HOLTDAY | JUL17 | REALTYBTES | JUL | 24 | STARTREK IT: | THESEARCH FOR SPOCK | JUL31 | SWTNGERS | AUG7 | 48 HRS. | AUG14 | ZOOLANDER | AUG 21 | BONUSMOVTE | GOODBURGER | LAWN OPENSAT SPM | MOVTES START AT BPM | CELEBRATING 3O YEARS | y sigueme para lo mejor | en la ciudad de Nueva York,542
POST00001042,Por primera vez participando | en las luces de navidad del | Bryant Park | Por primera vez participando | en las luces de navidad del | Bryant Park | de este hermoso arbolito | Por primera vez participando | en las luces de navidad del | Bryant Park | 621 | la navidad en nueva york es | diferente | Por primera vez participando | en las luces de navidad del | Bryant Park,372
POST00003173,Yoga en Bryant Park | Gratis | BRYANT PARK,42
POST00000007,Patinandosobre hiel | enel | BryantPark | Re Precio varia | $15 - 45 | Dependiendo el dia y | hora que elijas | Viernes a domingo | 8:00 A.M. - 11:30 P.M.,154
POST00003605,so Iwaitedfor | BLANRET | WATER | BOTTLE | SUBSCRIPTION | SHOWING | NOW | BLANKET | making sure that we share | our goals and habits,132
POST00002899,EL BANO  PUBLICO MAS | LUJOSODENEWYORK | May | Sep | Hou | Dail | 7am | WAVE HAND | BRiLL | WALLSENSO | OrPRESSBUTT | COMENTA,125
POST00001557,,0
POST00001543,Bryant Park,11
POST00002758,Una tarde en | Bryant Park | El césped abre de 12 a 9 PM | En el caption te dejamos toda la info | sobre actividades en el parque *,131
POST00002275,DANCEPARTY | Bryant Park Dance | Party 2023 | Del3al 18demayptodos | a bailaral Bryaj Park | DANCE | BINSIGHTTHECITY | GINSIGHTTHECITY | Tambienhabraclasesde | bailesde6:00pma7:00pm | duranteestosdiaslll | PAR | INSIGHTTHECITY | ARTY,233
POST00000587,bway | SHOE | bugySHO | .00.0.0.0.0..0.0. | bugySHo! | FUN | FUNNY GI | buysHO?,79
POST00003965,MEXICO | BRYANT | Kinder. | PARK | unIVIsIOn | MEXICO | O CENERA | NUEVA | EN | YORH | 6:00 PM | MEXICO | BRYANT | PARK | Kinder. | unrVISIon | MEXICO | Presentaciones en vivo | Musica | Comida tipica mexicana | Y muchas sorpresas mas.... | MEXICO | BRYANT | PARK | Kinder. | unrVIsIon | MEXICO | CONSULADO GENERALEN NUEVA YORK,327
POST00003243,eart | ADIO | OMUKE! | 96 | TALAT | eart | DIO | eart | DI | ADIO | OMEUKER,75
POST00001047,BRYANTPARK | @manuelturizo,26
POST00000990,NYC | Fair Trade | Times Square Haul,36
POST00000571,PRE | Hieart | SIRANGE | 45 | PLACE | rouble | PRESENTEE | iHeart | RADIO | DW,78
POST00002492,ire | niCompare | Buscando los mejores | cafes de NY pt.1 | LE PALN QOOTLI | Le Pain Quotidien | Bryant Park | Parque y vistas 10/10,132
POST00001110,Que hacer en NYC los | domingos de Diciembre | MANGO,52
POST00003213,RAD | anewmusica! | bugySHOr | FOX | 00000: | DySHO | bugySHOl | bwaySHOE,73
POST00001082,,0
POST00001160,"Hi christian tiktok, | Just moved to Kissimmee, | for a couple weeks, who | in the area? Let's be | friends and go out:) | Hi christian tiktok | Just moved to Kissimmee, | for a couple weeks, who | in the area? Let's be | friends and go out:) | Hi christian tiktok, | Just moved to Kissimmee | for a couple weeks, who | in the area? Let's be | friends and go out:) | Hi christian tiktok, | Just moved to Kissimmee, | for a couple weeks, who | in the area? Let's be | friends and go out:)",487
POST00002010,SundayFunday with m | littles | DRIVES | CORNERDRIVE | 1285 | Sunday Funday with my | littles | RRE | OR | DIE | 215 | SundaRIHESHACKy Withmy | littles | Sunday Funday with my | littles,185
POST00003079,,0
POST00002526,Hot Buys | Crazy | GRAND OPENING | PRODUCTOSAPPLEA | 1O USD EN ORLANDO | FLORIDA | EL | TV | AMAZON | BEST BUY | TARGET | KOHL'S | THURSDAY | COSTCO | JUEVES | MACY'S | WAYFAIR | SPO | HOMEDEPOT | An | Closed | 730-106 | And Many More | SATRAY | SUNDAY | TAM-EPN | yes | CrazyHotBuys | la gente llenaba sus carros | 510$8575553 | iENVIALE ESTE VIDEO | A TUSAMIGOS! | PARAMAS INFO ESCRIBIMEPOR | PRIVADO O VISITA MI IG @MADEINJULIWOOD,433
POST00002183,INSTANTLY | Mediterranean | Miscellaneous | ADER | Market | TRE ETHICAL | TRAVELLER | TheCo | Gold Dust Home,108
POST00002865,"Fun Spot | Orlando, FL",22
POST00002788,"whereitake people in | orlando, fl | coffee | .robinsonroom | .foxtail | .royaltea | .vespr | .mecatos | ·bynx | .stassio's | drinks | •toritori | moderne | ·mathers | .ac skylounge | .wellborn | ·guesthouse | .ottos | • thrive | .wineroom | . wallys | Tues-Sat:4pm-12.aom | Lysing@lloopm",288
POST00002739,No | No | Seriously | What | Is | This | Place?,47
POST00003925,Draatehotsypering | POOLPART,28
POST00000074,,0
POST00002356,Night dip at the hot | springs | Night dip at the hot | springs | Night dip at the hot | springs | Night dip at the hot | springs,129
POST00003074,Hotsprings | south Dakota | don't forget to | drink from the | kidney springs tap | Hotsprings | south Dakota | don't forget to | drink from the | kidney springs tap | Hotsprings | south Dakota | don't forget to | drink from the | kidney springs tap | Hotsprings | south Dakota | don't forget to | drink from the | kidney springs tap,333
POST00002481,Bonneville Hot Springs | and it's not just the water | like there's theriver down | there | I fold the hot water to one | of the sources and that is,148
POST00001994,"When you are visiting | the oldest national | park reserve | The area was first used by Native | Americans as a peaceful | gathering location | It's located in Hot | Springs Arkansas | named after the | thermal Hot Springs | that come out of the | ground at 147 degrees | The springs are | believed to be over | 4,000years old | Many people | throughout history | have believed in the | healing qualities of | this natural resource",431
POST00001702,Mount Princeton | Hot Springs Resort | Mount Princeton | Hot Springs Resort | Mount Princeton | Hot Springs Resort,114
POST00003566,,0
POST00001706,A bike zip-line | slick.001/ig | A bike zip-line | slick.001/ig | A bike zip-line | slick.001/ig | A bike zip-line | slick.001/ig,129
POST00002470,Travelvlog | Ziplining in Kenya | ANA,37
POST00000576,,0
POST00000339,Zipline is now delivering to | customers | in North Carolina! | 18.88.88 | zipline | UASFLIGHT | DPERATIONS,107
POST00000388,Reply to joeloww's comment | Letmeget oneof | thoseWalmart | rotisseriechickensto | myjobsitein | Harrisburg. | zipline | Reply to joeloww's comment | Letmeget oneof | thoseWalmart | rotisseriechickensto | myjobsitein | Harrisburg. | zipline | Reply to joeloww's comment | Letmeget oneof | those Walmart | rotisseriechickensto | myjobsite in | Harrisburg.,355
POST00001931,I MADE IT! | IMADE IT! | IMADEIT! | I MADE IT!,46
POST00003540,,0
POST00002647,"Fun fact: our instructors | have to “ascend"" sites to | open. So we asked which | sites are everyone's | favorite to ascend! | Staff Only | Site 1: | site 2: | Site 3: | Site 4: | Site 5: | STANE | Site 1: | Site 2: | Site 3: | Site 4: | Site 5: | Site 1: | Site 2: | Site 3: | Site 4: | Site 5: | TTJ:",302
POST00003024,"Top Things To Do | In | Phuket , Thailand | Wat Chalong | Kata Rocks | THINGS TO DO IN | PUKE | JSLANDSTOUR | SIGHTSEEING/ACTIVITIES | PHI PHIISLAND | WAT CHALONG | JAMESBONDISLAND | THEBIGBUDDHA | SIMILANISLAND | CAPEPHROMTHEP | RACHAISLAND | ELEPHANTSANCTUARY | CORALISLAND | ANDAMANTAWATERPARK | KHAISLAND | PHUKETOLDTOWN | BAMBOOISLAND | SIAMNIRAMIT | RESTAURANTS | CAFEHOPPING | FHREEMONKEYS | MADOOBUA | BLUEELEPHANT | THENEIGHBORS | SUFT&TURF | INHOUSECAFE BAR | TU KAB KHAO | HEHOUSEHOME | DAY&NICHT | ENDLESSSUMMER | BAANNOY | CRAFTIST PHUKET | MARKETS | CHILLVAMARKET | NAKA WEEKENDMARKET | G-MARKET | PHUKET INDYNICHT MARKET",635
POST00003748,SPLASH | SPLASH,15
POST00002056,"Must vist cafe | Phuket, Thailand | Muatvsitcake | Phuket, Thailand | Muet vist cafe | Phuket, Thailand | Muatngdcafe | Phuket,Thailand | MaDoo Bua",147
POST00000432,,0
POST00000520,TATTOO,6
POST00003324,,0
POST00002426,IAN | the pepper Jack that will kick | you in the ass with the | and get the cheeses that have | been mixed with mozzarella | could you handle this,147
POST00002801,,0
POST00002309,@baddie.in.tech | IG:@baddie.in.tech | IG:@baddie.in.tech | IG@baddie.ih.tech,77
POST00002713,baked | MAGCHEESE | PUREIBISH | BUTTER,38
POST00000441,"Reply to kiakiaaaa_'s comment | Ok soImadethisstep | bystepand it's | delicious, but mines | nevercomeoutthis | cheesywhatamI | missing? | Reply to kiakiaaaa_'s comment | Ok soI madethis step | bystepandit's | delicious,but mines | nevercomeoutthis | cheesywhatamI | missing? | Reply to kiakiaaaa_'s comment | Ok soI made this step | bystepand it's | delicious,butmines | nevercomeoutthis | cheesywhatamI | missing? | Reply to kiakiaaaa_'s comment | OksoImadethisstep | bystepandit's | delicious,butmines | nevercomeoutthis | cheesywhatamI | missing？",550
POST00000329,PastaTok,8
POST00000994,,0
POST00002905,Y'all been sleeping) on this | chick fil a hack | Buffalo sauce on top too,74
POST00001011,,0
POST00001182,SUPPOY YE BOTFOM,16
POST00002888,Loaded | Mac&Cheese | Ingredientes en | descripcion | BLAIEFACIL | Loaded | Mac&Cheese | Ingredientes en | descripcion | Loaded | Mac&Cheese | Ingredientes en | descripcion,172
POST00001561,Reply to ameerhamza.a's | comment | Therenocheeseon | that smh | we started off with one | singular nood and then | addedascoopof | cheddar cheese | afterwe were done | mixing it up we realized it | still needed more cheese | GAUTIONHO | erwith | and then send it off into | the oven to get baked,296
POST00001445,0TWILIGHTUBE | Bu | Spio,24
POST00000611,friends | Columbia | Columb | together! | ars | Columbia,56
POST00001943,Let's make a | RIGINAL- | 750m | Top with ice | TLIQUEUR | HGINAL-,66
POST00002546,PINK TROPICAL | SUNSETDRINK | -ORIGINAL- | A LA NOIX DE COCO,60
POST00003031,Blue Raspberry Lemon Drop | At home edition | Si | ger,54
POST00003676,++ Barbie Margarita++ | 107 | Dragon Emuit | Simple Syru,56
POST00001248,,0
POST00002614,Galaxy | Mocktail,17
POST00002066,pour the last word into | the milk give that a quick | stir and watch it curdle | this is going into the | whipping | and finally we're gonna | add a littlebitoffoam | cheers,174
POST00002058,PASSIONFRUIT | MARTINI | PASSIONFRUIT | MARTINI | PASSIONFRUIT | MARTINI | 5ml Lime Juice | PASSIONFRUIT | MARTINI,114
POST00003797,EGG | WHITE,11
POST00002401,Let's make | enJoy!,19
POST00003039,Kitchen Hacks | YowNeedToKnow | Wine Ice Cubes!,47
POST00002955,Yes darling? | Well wine o'clock | is when this hand | is pointing at the wine | Well wine o'clock | is when this hand | is pointing at the wine,144
POST00002192,AUSSIE | BY | 12305 | and the barbecue sauce | was nice and tangy | so I just ate the chicken | and that's all for today,120
POST00002772,CHIPS | LOVINGLY | ARE | CRAFTEDE | and then I came back to try | that tiktok bowl hack | like it's so sweet and tangy | and acidic,131
POST00002522,Following Influencer's | Day of eating | TikTok | @karissaeats | FUTURECANOE | Beef Wellington | NEW YT VID | 11:42 | NPCv.S.3-Star-MichelinChef | 1/3 | TOMATO | CAN,165
POST00001096,It's very hot just out of the pot.,34
POST00001515,,0
POST00001887,TASTY | JAPAN | TAST? | JAPAN | RISUI | JAPAN | TASTY | JAPAN,61
POST00002902,Supposedly the best | Chocolate chip cookie | TikTok | @tasty | MTureCanoe | ligma | TikTok | @tasty,100
POST00003409,,0
POST00000957,creme bruilee | DONUTS | FLOU | creme bralee | DONUTS | creme bralee | DONUTS | creme brulee | DONUTS,101
POST00000219,How I deal with | inconsiderate people at the | grocery store | How I deal with | inconsiderate people at the | grocery store | Cart Rage !!,140
POST00002441,First Time at MVR | Cash&Carry | Toronto Wholesale Shopping | they also had a large | varietyof coffee syrups | coffee espresso and tea | GCE | SHARARMA | CICEI | SHANARMA | $76.49 | IlounulaJotof different | ifre | productsihatIfound | uapeend the Us | Glae | MVR | Food | CASH&CARRY | MVR | CUSTOMERSERVICE | MVR,314
POST00002233,ZWOVED | 192999 | eilsb | !c6q | COLIGG | JA3RHTIWJOAM | 1O.I(TOSISORM),71
POST00001546,SPROUTN | GRAB&GIVE | COTE | 0.00 | SPROU | OUT | GOURMET OE | PO-DS | OCRERCHEANE FOC | PORAELNIRYY | SPROUT | CANFRTIE | FO-D8 | ARAERU | FINDA NEW | FAVORITE | SPROU | FARSCIRSMAR,182
POST00001983,"MY | HOMEMADE | KITCHEN RESTOCK | Cookies: | Cream together | 2 sticks salted butter, | softened | 11/4cupscanesugar | Then blend in | 3tbs molasses | 2eggs | 2tsp vanilla | Slowly mix in combined | dry ingredients | 1tsp ground cinnamon | 1/2tsp ground nutmeg | 1/4 tsp groundginger | 1/2tspsalt | 13/4cupsall purpose | flour | 2tsp cocoa or cacoa | 2tsp cornstarch | 1tspbaking powder | 1/2tspbaking soda | 1cuppartiallyground | quickoats(l pulsed itin | my blender) | Bake(2tbspsized)dough | balls on prepared panat | ofmeposting myvery | 350for8-10mindoNOT | first homemade kitchen | overbake | restockvideo",611
POST00001030,Best Southern | Banana Pudding | Ever!!!! | Combine Well | Layer 1/2 the Bananas | Enjoy!!,90
POST00002012,don't knock until you try it | TON | not too much though | NOWA | Nilla | Chessmen | wafers | Chessmen | BUTTER | BUTTER | which one you rocking with | alright bye | NoWh,170
POST00002570,BOTTER | Nilla | SELF RISIN,27
POST00000417,,0
POST00002748,Now. | NoWo,11
POST00001254,Fold | To | Combine | hanks pon | Watching,42
POST00001183,"FDEC3186& | Chessmen banana pudding | Chessmen | Chessmen. | BUTTER | PEPP | BUTTER | Che | 2405TINCTNECOOKES NETAT7ZSIRCOI8 | 2ADSTINCTINECOOKES JETIT120ZN | 24DSTINCTINECS | Nesti | Leche | JELL | Makz breaifast | avanillas | ctntonlisary | JELL | EaCiiceon | Coold | INSTANT | Whip | 410-9 | Dpuot | Mdl smadis | ORIGINAL | PHILADELP | Top hot | Otecolale | original | original | Combine with pudding mix | Layer cookies, bananas, & | spread pudding mix on top, | repeat process till done",491
POST00003553,"Linda Skeens's | Banana Pudding | You'll Need: | -3largepackagesFrenchvanilla | instant pudding | -6 cups milk | -1 (8ounce)package sourcream | -1 small tub cool whip | -1boxvanillawafers | -5bananas,peeledandsliced | Steps: | 1.Whisk together pudding and milk. | 2.Stir in sour cream and cool whip until | fully combined. | 3.Stir invanillawafers andbananas.Pour | intoairtightcontainerandstorein | fridge. Let cool for a few hours then | serve.",446
POST00001400,NABIS | AN | JELLO | JELLO | EAGLE,34
POST00000591,"Paula Deens""not yo | mama's Banana Pudding | Part 1!! | Whipped | topping | ATaTIS | Paula Deens""not yo | mama's Banana Pudding | Part 1!! | whipped | Topping | Paula Deens""not yo | mama's Banana Pudding | Part 1!! | PEPPERIDCEFARM | hessmon | BUTTE | Paula Deens ""not yo | mama's Banana Pudding | Part 1!!",306
POST00002943,ESSEL | BAS | to keep them in Browning | while they were sitting | there,72
POST00002964,Banana Pudding No Bananas! | Whipping | Cream | PHILADELPHIA | Milk | original | TikTok | @ffinenae | ORIGINAL | NETWTB0Z(226g),127
POST00002910,,0
POST00000231,ila | Nilla | wafens,20
POST00001073,let's make sugared | cranberries | I like to pop mine in the | freezer for this | Shrawar | wewanna let those dry for | about 20:30 minutes until | they are tacky not sticky,173
POST00000068,Homemade | Cranberry juice | iste | Add fresh lemon or | limejuice | Enjoy!,75
POST00000971,100% | PROFITS | Oceansp | ODUCTOF | SCONSIN | CRANBERRIES | REEZE1 | ASH&RINS | EFOREL | Sugared Cranberries! | .03 | Cook | Time | Bake | OVEN | Timer | Delay | Set/Off | PREHEAT | Stari | DOORLOCKED | STOP | OVIN | Kenmore,225
POST00000883,Cranberry fields...,19
POST00000558,BEATBOX | IBEATBOX,18
POST00003084,,0
POST00000482,"MEN, you can have 4 types | of Org@sms | Part 1 ! | MEN!YOUVE ONLY HAD | ONE TYPE OF ORGASM | PAPER | THIS TYPE OF ORGASM IS | CALLEDA | DAILYPAPER | ARE MORE INTENSE | THEY LAST LONGER | DAILYPAPER | SO FOLLOW FORPART2 | DAILYPAPER",232
POST00001860,"INCREASE | SEXUAL | STAMINA | WITHTHISEASYMETHOD | But whenyou strengthenthesemuscles | withKegelexerci | INCREASE | SEXUAL | STAMINA | WITHTHISEASY METHOD | NATURAL | LONG-LASTING | Except,theseexe | INCREASE | SEXUAL | STAMINA | WITHTHISEASY METHOD | < Search | Dr. Kegel: For | Dr. | Men'sHealth | Takes only 5 min a day | OPEN | AGE | 42K RATINGS | CATEGORY | DI | 4.8 | 17+ | ★★★★★ | Years Old | Health & Fitness | Link in bio",431
POST00000476,Sperm Health & | Nuts Consumption | Sperm Health & | Nuts Consumption | 15g hazelnuts | Sperm Health & | Nuts Consumption | Men in the nut group | Improved sperm: | Count by 14% | Vitalityby 4% | Motility by 6% | Morphology by 1%,229
POST00001297,THE MALE | MENOPAUSE | Is there such a thing as | the male menopause | reduced exercise | tolerance | from the age of 30 or 40 | particularly tramadol,150
POST00002853,POPST | OS | FF | POISTAR | JEWE | CLEANE | FF | KLEAN | POPSTAI | SO | RELUIGIGN | 0% | DFF | LAN | FF | POPSTA,112
POST00002337,don't stop | it's kinda just the way it goes | make sure you come back,70
POST00002331,"A man every 60 seconds | 1,440 men a day | you'reneveralone",59
POST00003988,Why is my penis always | hard when I wake up? | which is a phase of deep | sleep associated with | dreaming | and testosterone is an | important hormone in | sexual arousal,172
POST00000348,"substance use disorder prevention,treatment, and recovery | support services.For example, thebill (1)eliminates a provision | that generally requires individuals to be addicted to opioids for at | leastayearbeforebeingadmittedtoan opioidtreatment | program,and (2)promotes access to high-quality recovery | housing. | Othermattersaddressedbythebill include | coordinationoffederal effortsrelatedtobehavioralhealth; | .maternalmentalhealthand substanceusedisorders; | prevention and treatment of mental and behavioral health | issuesforveterans,membersoftheArmedForces,first | responders,tribal populations,and other specifiedgroups; | bestpracticesforacrisisresponsecontinuumof care; | eating disorders; | school-based mentalhealthservices; | coverageofmental andbehavioralhealth | Medicaid andthe Children's HealthInsur | including for juveniles in public institutio | oversightofpharmacybenefitmanage | compliancewithfederalmental health | requirements,including by self-funde | insuranceplans;and | .integrationofbehavioralhealthinp | CONGRES | SiteContent | Legislation | CommitteeReports | CommitteeMeetings | Committee Publications | Congressional Record | CongressionalRecordIndex | Members | Nominations | substance use disorder prevention,treatment, andrecovery | support services.For example,the bill (1)eliminates a provision | that generally requires individuals to be addicted to opioids for at | leastayearbeforebeingadmittedtoanopioidtreatment | housing. | Othermattersaddressedbythebill include | coordinationoffederaleffortsrelatedtobehavioralhealth; | .maternalmental healthandsubstanceusedisorders; | prevention and treatmentofmental andbehavioral health | issuesforveterans,membersoftheArmedForces,first | responders, tribal populations, and other specified groups; | bestpracticesforacrisisresponsecon | eating disorders; | school-basedmentalhealthsen | coverageofmentalandbehay | Medicaid andtheChildren's | including for juveniles in pub | oversightofpharmacybene | compliancewithfederal m | requirements,includingb | insuranceplans; and | integrationofbehavioral | SiteContent | Legislation | CommitteeRepo | Committee Mee | Committee Pub | Congressiona | Congression | Members | Nominati | FindYourSenators | UNITED | STATESSENATE | Search | MENU | VIEW ARCHIVED FLOOR PROCEEDINGS | ContactingU.s | Senators of t | Chooseastate | Choose a sena | Choose a clas | Suite&Telep | All questia | issues, leg | should be | Pleasebe | courtesy,r | respond t | AA",2479
POST00001772,The government | giving trillions of | dollars to physical | healthcare | The government | giving trillions of | 201 | dollars to physical | healthcare | Mental Healthcare | The Government:,189
POST00002117,Mental HealthInpatient Units | AdMertaHeuehUs! | POV: Walking by the psych | unit and realizing it is lit af | Mental Health Inpatient Units | dHehUnt | POV: Walking by the psych | unit and realizing it is lit af | Mental HealthInpatient Units | AdMentaiHeothUht | POV: Walking by the psych | unit and realizing it is lit af | Mental Heal | entUnits | POV: Walking by the psych | unit and realizing it is lit af,411
POST00000234,Healthcare workers | are using this sound | for jokes | But it is honestly one | of the most difficult | and triggering sounds | to listen to,141
POST00001538,"Working in Mental | Health Care | ""Why would you want | to work in mental | health, they are so | violent and pretty | much lost causes | anyway!"" | I can't hear you | I can't hear you | I don't fear you",203
POST00001001,When you work at an mental health | Clinic | When you work at an mental health | clinic | And you hear a client yell,116
POST00000216,puhea.nbr.m.m.gov | Patterns of Potential Moral | Injury in Post-9/11 Combat | Veterans and COVID-19 | Healthcare Workers | JasonANieuwsma etal.JGenInternMed. | 2022. | FreePMCarticle | Show details | Full text links | Cit | Abstract | Background:Mora | been studied in co | might also affect healthcare workers | (HC | Healthcare Hero | emic. | Objective: T0 | PTSD | itternsot | potential mor | ) between | post-9/11 military combat veterans and | healthcare workers (HCWs) surveyed | during the COVID-19 pandemic. | pabea.hcbl..m.gov | Patt | HCWs should be | Ini | given free counseling | Hea | and MH support. | Jason | Med. | 2022. | FreePMCarticle | Show details | Full text links | Cit | Abstract | Background: Mora | been studied in co | might also affect healthcare workers | (HCWs) due to the COVID-19 pandemic. | Objective: To compare patterns of | potential moral injury (PMl) between | post-9/11 military combat veterans and | healthcare workers (HCWs)surveyed | during the COVID-19 pandemic. | pubea.hcbt..m.gov | Stitch this is applied | to you. | Veterans | 19 | Symptoms of PTSD: | ed. | 2022. | FreePMCarticle | Show details | Full text links | ci | Abstract | Background:Mora | been studied in co | might also affect healthcare workers | (HCWs) due to the COVID-19 pandemic. | Objective: To compare patterns of | potential moral injury (PMl) between | post-9/11 military combat veterans and | healthcare workers (HCWs) surveyed | during the COVID-19 pandemic. | pube.cb..m.gov | Patterr | My hospital | ral | Inj | disciplined me for | Vel | Healtl | talking about | Jasor | Med. | depression here. | 2022 | FreePMCarticle | Showdetails | Full text links | Cit | Abstract | Background: Moral | been studied inco | might also affect healthcare workers | (HCWs) due to the COVID-19 pandemic. | Objective: To compare patterns of | potential moral injury (PMl) between | post-9/11 military combat veterans and | healthcare workers (HCWs)surveyed | during the COVID-19 pandemic.,1993
POST00002852,Me at my work bathroom | after a mental breakdown | Me at my work bathroom | after a mental breakdown | Me at my work bathroom | after a mental breakdown | Me at my work bathroom | after a mental breakdown,205
POST00000597,"*my patient gettins | irritated, agitated, and | verbally aggressive* | *me understanding that | they are just | overstimulated*",128
POST00002585,"""Why did you choose to | become a Doctor?"" | ""Why did you choose to | become a Doctor?"" | I FOUND PEACE",103
POST00002834,"This all happened beforeI | matched with a therapist let | alone had anappointment! | Stitch incoming of real | affordable therapy | Find Your Therapist | Ournonprofitallowstherapiststoprovide | affordable,in-office and online | psychotherapy sessions between $40 | and $70 ($30 for student intern sessions) | Enteryourcityorzipcode | GO | As long as the Leave a message | AA | openpathcollective.org | Find Your Therapist | Our nonprofit allows therapists to provide | affordable,in-office and online | psychotherapy sessions between $40 | and $70 ($30 for student intern sessions) | Enteryourcityorzipcode | GO | As long as the Leave a message | AA | openpathcollective.org | Find Your Therapist | Ournonprofitallowstherapiststoprovide | affordable,in-office and online | psychotherapy sessions between $40 | and $70 ($30 for student intern sessions) | Enteryourcityorzipcode | GO | As long as the Leave a message | AA | openpathcollective.org",945
POST00000114,Mentally | healthy | Schools | MILLION | DRALEXGEORGE | LIVEWELL | EVERYDAY | ALEXGEORGE | DAY | Yourplanfor | ody,114
POST00002246,LouiseHay | How to love yourself | you get into absolute terror | and it's only coming from | yourthoughts,106
POST00003869,"the only way you can now save yourself | not replying anything, not posting anything | hey let them ghost you, what ? | whoa .. so special",138
POST00003346,You are the type of person | that they can't find twice | You are the type of person | that they can't find twice | You are the type of person | that they can't find twice | Remember that.,188
POST00003708,"pov: feeling self- | conscious about your | ""flaws"" | pov: feeling self- | conscious about your | ""flaws"" | pov: feeling self- | conscious about your | ""flaws"" | my account:",173
POST00002755,but why because of others | making her insecure | she's tired of not being good | enough foranyone,98
POST00000534,"I had a braiding hair | appointment today, | but didn't feel like | detangling all my | hair so I ... | I had a braiding hair | appointment today, | but didn't feel like | detangling all my | hair so I.. | I feel like a weight | has been lifted | New beginnings!",262
POST00000598,"If you're too depressed to | brush your teeth | MINIBROSSESADENTSAVEC | ValuePack* | PERLESRAFRAICHISSANTES | Paquet econo* | re-sealabie | refermable | Colgate | wisp | max. | Fresh | Get disposable brushes | for the days you just can't | get up | ermint | mentnepoivree | ree | Just brushed clean. | Anytime. Anywhere. | surface stains Single use .. | * Check website for latest pricing and availability.Images may | be subject to copyright. Learn More | Relatedimages | 24 | Colgate | FLUORIDEPROTECTION | 5O%STRONGERTEETH"" | LISTERINE | FLUORIDE | DEFENSE | ANTICAVITYMOUTHWASH | ShieldsTeethfrom | Cavity Causing Acids, | Rebuilds Minerals& | Strengthens Enamel | MINT SHIELD | Fred Meyer | Visit | ListerineFluorideDefense | Mouthwash,1L-FredMeyer | Images may be subject to copyright.Learn More | Relatedimages | LISTERINE | LISTERINE | Drink lots of water to | wash food off your teeth | Self-care is important | Send this to a friend | ELLE | Waysdrinkingmore",968
POST00000556,IS IT SCARY | TO AGE? | EMBRACE | YOUR INNER-CHILD | EMBRACE | RELATIONSHIPS,76
POST00000559,OLA | OLAY | OLA | For me... | OLAY | OLAY | OLAV | DLAY | OLAN | TREEHUT | SUGARED FANTASY | SHEA SUGAR SCRUB | 510(180Z.)NETWT./POK | OSNET | It has many scents | DLAY | OLAY | OLAY | Cant imagine a more | Beautiful thing | ANH | .COM | AMINNAH.,247
POST00000525,start thie day with me | start the day with me | start the day wi | start the day with me,89
POST00000526,"After four years, I finally | finished mosaicking the | cement foundations of my | art studio! | But I'm so glad it's finished!",127
POST00000537,You | Song | You | Song | You | Song | be in your life one | more fucking day | You | Song,90
POST00000545,know nowthatthisishowit | works | a time to let go | my home,60
