pid,uid,vid,popularity,duration,fps,width,height,aspect_ratio,total_frames,file_size_bytes,file_exists,asr_text,asr_language,asr_char_count,ocr_text,ocr_raw_text_count,blip_caption_0,blip_caption_1,blip_caption_2,blip_caption_3,blip_caption_4,blip_caption_5,blip_caption_6,blip_caption_7,has_asr,has_ocr,has_audio
POST00002042,USER00003018,VIDEO00002972,13.35,9.1,30.0,576,1024,0.5625,273,3524120,True,Music,en,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00000402,USER00001019,VIDEO00001221,8.98,58.5,30.0,576,1024,0.5625,1755,11011749,True,"Okay, say it with me. The best drugstore lip oil is by Mulani. Duh. These, I mean, this is just as good as your, there I said it. What's better than a Mulani lip oil? Omega Mulani lip oil. I actually don't think this is technically a lip oil. It's a plumping lip balm, but it's kind of giving me the same vibe and it looks stunning. So we're gonna try today and we're gonna see if it's as good as the lip oils. A big applicator, okay. This like stick is super long.",en,465,HYAM | HYAM,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001322,USER00004474,VIDEO00002207,6.48,7.0,30.0,576,1024,0.5625,210,215497,True,TEchnics Sta Τ,en,14,boho girl wishlist | all on my amagon stonefiront,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002536,USER00001884,VIDEO00003513,10.51,151.2,30.0,576,1024,0.5625,4536,37974133,True,y'all wanted a more detailed tutorial on the DIY lashes tensions and I am a woman of the people so here we go now here's what you need bestie anime strip lashes kiss false scara both my amazon storefront okay my seller water cute tip tweezers and a spoolie that's all you need step one clean your fucking lashes bitch how to shits post to stick if you got gunked up mascara and gluing there okay clean them cuz I thought my shit was clean and look i probably not then going ahead and get a little brush now we gotta cut the strip,en,529,Reply to MS. C's comment | Pleasedoatutorialon | this... | DIY LashExtension Full | Tutorial | 477.2K | 1576 | 71.8K | ore | More-data,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000194,USER00002126,VIDEO00000998,2.45,11.9,18.823529411764707,540,960,0.5625,224,720752,True,BAM! And I do the motherfucking cave! I'm not gonna let this go! I'm not gonna let this go! I'm not gonna let this go! I'm not gonna let this go!,en,145,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00003306,USER00003229,VIDEO00004346,10.84,10.033333333333331,30.0,576,746,0.7721179624664879,301,1827972,True,"Hey, my man. Thank you so much. Thank you. Hey, my man. Thank you so much. Hey, my man. Thank you so much.",en,106,EI640 | SHUTTER90.0 | CLIPB005C013 | 1% | REC | E1640 | SHUTTER90.0 | REC | CLIPB005C013 | 1%,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003555,USER00001265,VIDEO00004605,10.02,41.46666666666667,30.0,576,1024,0.5625,1244,5852418,True,Tonight and my dreams You should see the things we do Baby In the middle of the night and my dreams I know I'm gonna play with you so I take my time Are you ready for My Okey.,en,175,++Decluttering | until my house stops | giving me anxiety | Day38,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000302,USER00000043,VIDEO00001112,12.03,15.033333333333331,30.0,540,960,0.5625,451,2771142,True,to be in ups youxi j,en,20,POV: you're bringing your | patientherurine lab | result for her suspected | UTI | POoV:you're bringing your | patient her urine lab | result for her suspected | UTI | POV:you're bringing your | patient her urine lab | result for her suspected | UTI | POV:you're bringing your | patient her urine lab | result for her suspected | UTI,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000671,USER00003560,VIDEO00001507,5.04,27.6,30.0,576,1024,0.5625,828,11457596,True,"Who knows we got it all? That forced us to break the circle Woooboard Ohhh we've Gerber It's a<|tr|> OH MY GOD War, uf Share.",en,125,DiSsNED | SKYLInE | SKYLIER,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002496,USER00002463,VIDEO00003469,7.33,16.766666666666666,29.343936381709742,576,1024,0.5625,492,2388159,True,princess,en,8,MOMENIS | MOMENIS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001144,USER00002364,VIDEO00002015,9.7,5.0,30.0,576,1024,0.5625,150,1559402,True,As Christmas I gave you my heart but the very...,en,48,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00001712,USER00000445,VIDEO00002622,10.52,46.92192192192192,23.86944,576,1024,0.5625,1120,5848017,True,,nn,0,Reply to RYZEN's comment | Whathappendtothe | littlecrunchybead | things | Reply to RYZEN's comment | Whathappendtothe | littlecrunchybead | things | Reply to RYZEN's comment | Whathappendtothe | littlecrunchybead | things,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,True
POST00001158,USER00001325,VIDEO00002030,9.21,4.9,30.0,576,1024,0.5625,147,921904,True,My eyes don't worry Daddy's home,en,32,If people make you feel | scared to have a baby | and be a new mom... | If people make you feel | scared to have a baby | and be a new mom... | Ifpeoplemakeyoufeel | scared to have a baby | and be a new mom... | ..I won't make you feelp! | like that. It's the best | thing ever | Ifpeople make you feel | scared to have a baby | and be a new mom... | won't make you feelpuar! | likethat.It's thebest | thing ever,412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002815,USER00004719,VIDEO00003819,9.71,11.966666666666669,30.250696378830085,576,1024,0.5625,362,2291772,True,Oooooh.,en,7,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00001176,USER00002306,VIDEO00002050,5.14,59.5,30.0,576,1024,0.5625,1785,3227250,True,you,en,3,12.2019 | 04.2021,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002053,USER00002957,VIDEO00002983,2.03,26.933333333333334,30.0,576,1024,0.5625,808,6912037,True,Porque mañana será bonito Porque estas hieras vúndas suelito Para mí o la fucunda títico Me voy a pagar tu hí요 Porque mañana será bonito Porque le un solo era un patito Porque hoy el híiló se le tradió Me voy a pagar tu hí요 Porque mañana será bonito Porque mañana será bonito Porque mañana la...,es,295,@NALASCUSTOM | NALASCUSTOM | NALASCUSTOM,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002080,USER00004065,VIDEO00003010,5.07,32.2,30.0,720,1280,0.5625,966,8053235,True,2 ṃ. 5 ṃ. 7 ṃ. 7 ṃ. 7 ṃ. 7 ṃ. 7 ṃ. 7 ṃ. 7 ṃ. 7 ṃ. 7 ṃ. 7 ṃ. 7 ṃ.,km,64,IT'S GIVING BEYONCE!! | OK | IT'S GIVING BEYONCE!! | WIGTOK | IT'S GIVING BEYONCE!! | IT'S GIVING BEYONCE!!,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003590,USER00004198,VIDEO00004644,4.35,112.03333333333332,30.0,576,1024,0.5625,3361,6003240,True,"10 things you should know about me before working with me as a therapist. I'm going to go through this quickly, but there's an entire blog up on my website if you want to read a little bit more. One, I believe that therapy is way less about solutions and way more about exploring the questions themselves. Two, each person deserves individual treatment. There's not one cure all or one type of treatment that works for every single person. You are the expert of your own story.",en,477,"10 things you should know | about me before working | with me as a therapist! | Emily Powell, M.S.Ed, | M.Phil.Ed | Pre-licensed therapist in | Philly! | I know that this is a | controversy on therapy | TikTok",209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002463,USER00004747,VIDEO00003435,9.67,10.0,25.0,576,1024,0.5625,250,706126,True,"Hey guys, hey guys, I had the stars all right Holding you until the sun rises Leave me until the mid-night",en,106,29-0 | 24-1 | 12-0 | 18-1 | HOME OFFIGHT | 10-0 | 8-1-1 | 16-0 | 14-1 | 29-0 | 24-1 | 12-0 | 18-1 | HOMEOFFIGHT | 16-0 | 10-0 | 18-1-1 | 14-1 | 24-1 | 29-0 | 12-0 | 18-1 | HOMEOFFIGHT | 18-1-1 | 16-0 | 10-0 | 14-1 | 29-0 | 24-1 | 12-0 | 18-1 | HOME OFFIGHT | 18-1-1 | 10-0 | 16-0 | 14-1,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001066,USER00003502,VIDEO00001928,6.82,27.83333333333333,29.02994011976048,576,1024,0.5625,808,10550066,True,"Thanks to my lady Ah, no, I'm sorry, I'm sorry I'm sorry, I'm sorry I'm sorry I'm sorry I'm sorry I'm sorry I'm sorry Are you checking video? Yeah, I'm taking the video But what? Oh my god",en,188,THE | LON | KING | Iwas surroundedbythe | costumedcharactersin | Times Square | RAISINGCANE'S | LNTACGBELLCANTINA | CONSCLIDATEDBUS TRANSTT | I was surrounded bythe | costumed characters in | Times Square | CEO&CHAIRMA | TKB Nasdaola | 0spotify | FINESSE2TYMES | NEWALBUM | 90DAYS | HOTDOGS | I was surrounded by the | costumed characters in | TimesSquare,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001099,USER00001610,VIDEO00001965,5.83,13.966666666666669,30.0,576,1024,0.5625,419,740975,True,He knows what the same as it was As it was He knows what the same,en,65,DENTALPROBLEMS | and their solution | Part 2 | Large fractures | Short span missing teeth | Popping jaw | TMJ therapy,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001104,USER00002167,VIDEO00001970,9.83,8.9,30.0,576,1024,0.5625,267,1869228,True,So,en,2,Jordans | PS5 | $200 | Reading my 16 year old | sons Christmas List | Jordans | PS5 | $200 | Reading my 16 year old | sons Christmas List | Jordans | PS5 | $200 | Gray Sweatpants | Jordans | PS5 | $200 | Gray Sweatpants,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002791,USER00001256,VIDEO00003790,8.08,18.666666666666668,30.0,576,1024,0.5625,560,2529051,True,,en,0,pov: it's a cozy autumn day | pov: it's a cozy autumn day | pov: it's a cozy autumn day | pov:it's acozy autumn day,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,True
POST00000596,USER00001892,VIDEO00001427,10.39,48.61666666666667,60.0,576,1024,0.5625,2917,9076372,True,"Welcome to episode two of my Halloween food series, today we're making edible hand. To a bowl, combine 16 ounces of room temperature cream cheese, along with the herbs and spices listed on the screen. Lay a piece of parchment paper down, trace out your hand and lower arm, then place another sheet of parchment paper on top. Lay down 5 pannina rolls to match with your finger tracines and 2 prosciutto wrap mozzarella rolls to match your arm. Add in your herb cream cheese to fill the gaps, then smooth out the imperfections. Place prosciutto slices over the arm, covering all cream cheese, including in between the fingers. She's getting a manicure, so we're...",en,662,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00002388,USER00000053,VIDEO00003354,6.6,12.2,30.0,576,1024,0.5625,366,1640550,True,może,ko,4,KAROUE,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000257,USER00002747,VIDEO00001067,6.09,15.949282615949285,29.97,576,1024,0.5625,478,1085693,True,"You see, on top there's Don Lino. There's me, and there's regular fish. Oh, that's me. No. There's plankton. There's single-celemibas. Oh, then there's me. I'm getting there. I'm getting there. There's coral. There's rocks. There's whale poof. And then there's you.",en,265,STATES | STATES | FLORIDA | CALIFORNIA | NEW YORK | STATES | TEXAS | ILLINOIS | STATES | PENNSYLVANIAL,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003853,USER00002862,VIDEO00004932,8.76,61.75,60.0,576,1024,0.5625,3705,1566895,True,Music,en,5,iPhone | Cardigan Best PartLoop(TikTok Versi | DJ Davion | 0.01 | -4.04 | iPhone | igan Best Part Loop (TikTok Version) | DJDavion | 0.22 | 3.43 | iPhone | Loop (TikTok Version)-Remix | Card | DJDavion | 0.42 | -3.22,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003942,USER00002551,VIDEO00005026,12.48,331.1333333333333,29.993960136903564,576,1024,0.5625,9932,59977923,True,"So I just got out of the gym and this guy There's C and there all the time he's got like Tattoo is all over him. He looks like super tough and I've been working out for like probably a little over two years now Maybe like at least in the gym Anyways, there's a lot of time",en,272,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00001308,USER00000878,VIDEO00002193,11.77,22.4,30.0,576,1024,0.5625,672,2229415,True,It's not even funny. I am so much. It's not funny. I am so much.,en,64,"Reply to Chioe Fernandez's | comment | WhenI had my migrated | lips dissolved after having | filler for 4 years, 1 literally | criedfordaysbecauseI | didn't recognise myself | Balling my eyes out cos I got | all my filler disolved | Balling my eyes out cos I got | all my filler disolved ( | Balling my eyes out cos I got | all my filler disolved | Balling my eyes out cos I got | all my filler disolved",403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002316,USER00002086,VIDEO00003273,10.22,28.933333333333334,30.0,576,1024,0.5625,868,4279179,True,"The time has mother fucking came bitch. It's Nell, baby. Nell, day come.",en,72,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00000649,USER00001635,VIDEO00001484,8.44,36.23333333333333,30.0,576,1024,0.5625,1087,10260798,True,1 oz즙 2 oz 1 oz 1 oz 1 oz 1 oz 1 oz,jw,35,CANI,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003011,USER00004512,VIDEO00004024,7.99,60.5,59.37190082644628,576,1024,0.5625,3592,7810157,True,How the fuck is that? I'm not gonna be a head. That's my quarter of the 10-year-old. The one quarter of the 10-year-old.,en,120,How to wrap the bottom of a | bouquet | Uwm8534 | Black border korean paper & | cream ribbon from amazon,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003529,USER00004925,VIDEO00004579,12.74,63.3,30.0,576,768,0.75,1899,13001678,True,"Never doing this anymore, now to learn the correct way, how to make eyelash extensions by yourself at home. Keep your real eyelash clean, make sure without any makeup. Car your own eyelash first. Pick eyelash up, grab the root and take out it out from box. Don't clip the top, it will damage the eyelash, dipping root into glue, remove leftover glue by glue holder, lift up eyelid and wipe two time under real eyelash. Hold on for five seconds, then leave your hand.",en,466,假睫毛错误贴法大量胶水直接往眼皮上一贴 | Individualeyelash | extensionstech | ILINXIAOMU | 轻节办下快这套自然 | 美法二机办始夫 | CapCut,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000587,USER00002725,VIDEO00001418,2.97,227.1604938271605,29.97,576,1024,0.5625,6808,48967131,True,"I'm a bagel on a plate. You take one thing in the hat. That's me. I'm a bagel. I'm a playful onion roll. Woo! I got 30 cents expressions. Sleeves, piled up to top of the leather. And then six expressions more. And all them very more. Let's go together. Instead of just kicking me. Why don't they give me a little more? I'm a bagel on a plate. I'm a bagel on a plate. I'm a bagel on a plate. I'm a bagel on a plate. I'm a bagel on a plate. I'm a bagel on a plate. I'm a bagel on a plate. I'm a bagel on a plate. Why don't they give me a little more?",en,548,bway | SHOE | bugySHO | .00.0.0.0.0..0.0. | bugySHo! | FUN | FUNNY GI | buysHO?,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002325,USER00003638,VIDEO00003283,12.13,57.323990657324,29.97,576,1024,0.5625,1718,8411577,True,組み込みにピンコーヌ ye彰 nie碗ずvarpresh押して脱皮,ja,33,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00003322,USER00002154,VIDEO00004362,6.72,54.833333333333336,30.0,576,1024,0.5625,1645,4224782,True,"This guy says she sent me post at start like me Erten She asked me why she cook up on the curtain Rock back relax and let she put me working Because that's what she was joking and me I miss her even, don't know me like vice, I'm stuck in it But I'm not used to up-chut so one time she sent me pussy, put no what's up Who am I say? Rocker, hold still the gun Beat it like a joke like African Olyeja has the design, on right when he got you like a white Yeah, Rocker, hold still the gun Beat it like a joke like African Olyeja has the design, on right when he got you like a white",en,578,ove | TEFFLON | iPhone | Fall inLove | Tefflon | O:38 | -2:25 | Tallin | ove | TEF | iPhone | Fall in Love E | Tefflon | 1:00 | -2:03,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001288,USER00000312,VIDEO00002173,9.93,53.4,30.0,576,1024,0.5625,1602,2970429,True,"Congrats, you just awoke the theater kid of me.",en,47,"congrats! you just awoke | the theatre kid in me | You got this! Have fun! | Jorge | but boy,i wish i could so | i could bring the world | some light | but boyI wishI could | so I could bring the world some light | (AuditonInstrumenta | somebody tell me | come and give me a sign | Come and give me a signl | (AudlitonInstrumer | but i wanna be legendary | LEGENDARY",366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000250,USER00003829,VIDEO00001060,7.05,8.933333333333334,30.0,576,1024,0.5625,268,3543310,True,music,en,5,Sequoia National Park | Sequoia National Park | Sequoia National Park | Sequoia National Park,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003522,USER00001595,VIDEO00004572,8.96,9.866666666666667,30.0,576,1024,0.5625,296,963150,True,I'm playing a crushed ice in my stomach I'm pretty got a stuck like a host It's a thorn in my host,en,98,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00002107,USER00000486,VIDEO00003040,9.05,6.233333333333333,30.0,576,1024,0.5625,187,1190009,True,Oh,en,2,"“Dance if Spotify is better | than Apple Music"" | “Dance if Spotify is better | than Apple Music"" | “Dance if Spotify is better | than Apple Music"" | “Dance if Spotify is better | than Apple Music"" | CJIX2",205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001552,USER00004369,VIDEO00002449,8.56,7.0,30.0,576,1024,0.5625,210,568732,True,How I lighten my morayna skin in three months.,en,46,"Feb 13,2022 | How I lightened my morena | skin in 3 months! | Feb 13,2022 | BEAN | COFF | ASMESKIN | REVITA GLOW | BAR | Whitening soap which also | treats acne | Safe for pregnant/lactating | moms | For 13 yrs old and up",221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001270,USER00003832,VIDEO00002155,7.52,31.2645979312646,29.97,576,1024,0.5625,937,5295844,True,"I've been craving this for three months. What is it for? Did you tell me what it was? Can't talk to me about all those white sun? Cocked wok. Show me. Oh, what's in it? Rubberies, banana, this wok, Nutella, nice. With the brisk bread, beautiful. Flaka. I better go make maybe one day, no?",en,288,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00003466,USER00002874,VIDEO00004514,5.06,41.70837504170838,29.97,576,1024,0.5625,1250,4054421,True,"Olivia is related to Jenny McCarthy. That's coming. Who was in a relationship with Jim Carr? For a spicy rob and... And who would have had... Hearts for an Ace, right? Jenny McCarthy is a judge on the mass singer hosted by McCannon. I have decided as Gabriel's relative. Yes, Maggie? Oh my gosh.",en,295,did we just solve who | Olivia is related to!? | #ClaimToFame | for an | Maggie? | correct!,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003030,USER00003331,VIDEO00004046,7.92,10.31031031031031,29.97,576,1024,0.5625,309,2612969,True,Seborra Tupeni Seborra Tupeni Seborra Tupeni Seborra Tupeni We'll never make you a little more,en,94,i love boat days. | i love boat days. | i love boat days. | i love boat days.,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001540,USER00002188,VIDEO00002437,5.28,19.6,30.0,576,1024,0.5625,588,5129495,True,The one to live is an untold story. Rather go out in a place of glory. I can't hear you. I don't fear you. I live now because the bad dot looks. Don't you hurt us with your broken past?,en,185,4 best things to do | BLACKADVENTUREMOM | 3.ShopindowntownEstes | BLACKADVENTUREMOM | What is your | FAVORITE | in Estes Park? | Read the caption,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001786,USER00005158,VIDEO00002700,9.71,98.43333333333332,29.959363359295637,576,1024,0.5625,2949,20753843,True,"I just got a whole bunch of new stuff for my kitchen and you know what we're gonna do? We're gonna put it away and organize it. I am so excited especially for all my little like cereal boxes and stuff. It's so cute And I can't wait to put it away and have it all like me and clean and take this as a reminder to wash everything I feel like a lot of people just use this stuff straight away, but please please don't do that I'm even gonna wash like my silverware tray and stuff Okay, just finished washing everything and now I'm just gonna leave it in the dishwasher just so it can all dry and all of this needs to be",en,616,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00003925,USER00002667,VIDEO00005008,7.8,14.4,30.0,576,1024,0.5625,432,3191642,True,So why do you take a camera everywhere you go? I don't know. Just have it I guess.,en,82,Draatehotsypering | POOLPART,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002195,USER00001884,VIDEO00003136,8.05,48.31666666666666,30.072438771990345,576,1024,0.5625,1453,11816691,True,"Hey guys, cenodonletl Unstrengthened Some people wanted this To beuckle But I'm not on my line F*** you Midah While I'm on it You've got to fall And point When I'm on your line You got to fall Now I'm on your line Just showing that skin, trying to...",en,250,Watch Me Slay This | Synthetic Wig 00,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003709,USER00000426,VIDEO00004773,10.78,12.933333333333334,30.0,576,1024,0.5625,388,1896424,True,It's really not that bad. It just needs a little shaping. To the salon!,en,71,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00001064,USER00001350,VIDEO00001926,7.95,7.7,30.0,576,1024,0.5625,231,1943945,True,,en,0,pov: | it's that time of theear | 00 | pov: | it's that time of the year | llness | pov: | it's that time of the year | journal | DAY | pov: | it'sthat time of theyear,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,True
POST00003265,USER00004368,VIDEO00004301,7.3,14.85,60.0,576,1024,0.5625,891,4695028,True,"Me gusta los aviones, me gusta esto Me gusta la mañana, me gusta esto Me gusta el viento, me gusta esto Me gusta soñar",es,118,24 hrs in key west | JRIO | 24 hrs in key west | 24 hrs in key west | YUTS | 24 hrs in key west | kka | Bar,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003970,USER00000686,VIDEO00005059,8.86,69.53333333333333,30.0,576,1024,0.5625,2086,10641779,True,"So I have a bit of a dilemma here. I ordered these two pairs of uggs with the intent on keeping one and returning one. However, naturally when I tried them both on, I liked them both and now I can't decide which ones to keep and which ones to return. So I need your guys's help. These are the classic ultra mini ugg. I feel like these are super practical. I'll get a lot of use out of them. They will transition well from fall to winter and I just feel like you can't go wrong with these. However, and there's these. These are the TAS slippers. I wanted them last fall but they were all sold out. So this year I'm H.",en,616,HELP!! | which uggs do i keep?! | HELP!! | which uggs do i keep?! | HELP!! | which uggs do i keep?! | HELP!! | which uggs do i keep?!,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002407,USER00004481,VIDEO00003375,4.0,23.4,30.0,576,1024,0.5625,702,1890567,True,Let me into a secret why your fast charger is not fast charging. This charger has a max output of 21W. But most power supply is only 5W. Always check the wattage. Expert tip. Voltage X and equals wattage. And you don't even need to learn Chinese.,en,246,Letmeintoa secret | why your bast charger | is not ast charging. | 10:14 | This charger has a max | outputot21Wbutmost | powersupplyisonly5W. | Model:T3 | Made inChina | Input:9V/12V2A(MAX) | Output1:iPhone15W(MAX) | Output2:Watch2.5W(MAX) | Output3:Airpods3.5W(MAX) | CEFC | Always check | the wattage! | 61W | BB-CPowerAdapter | And you don't euen | need to learn | Chinese! | 源适配器 | 型号：0C-03输入：100-240V50-60Hz0.6A | 输出：5V=3A/9V=2A/12V=1.5A | 制造商·深圳市汇能电子科技有限公司 | 监制商：东莞市艺诚科技有限公司 | 中国制造,487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000930,USER00001870,VIDEO00001779,3.25,172.06666666666666,29.994188299108878,576,1024,0.5625,5161,39499483,True,Get ready with me super fast because I've been sick all week and I haven't done my makeup in literally forever So I figured I'd film it. So my roommates and I decided we're gonna go out to dinner and we just bumped the time up So I have to get ready very fast and excuse how ridiculous My voice sounds I just wanted to film something because I haven't put any like real content out on TikTok and forever And I've been in bed sick with the flu and strap all week,en,461,+GRWM+ | inarush | +GRWM | inaish | and my face is like | ++GRWM+ | inarush | um to just darken and | deepen up my face | +GRWM+ | inarush,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000961,USER00001582,VIDEO00001813,2.8,18.4,30.0,576,1024,0.5625,552,2850178,True,"You want to know the perks of working at a mental hospital? One, we're always understaffed. The best, right? Two, you're lucky if you get to take a break. You're lucky if you get to go to the bathroom, right? Three, it's extremely dangerous. I love living on the edge right.",en,274,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00000985,USER00000767,VIDEO00001841,8.11,25.46666666666667,29.76439790575916,576,1024,0.5625,758,5210404,True,"Santa's got a Mimoshy Santa's got a Mimoshy It's the lowest mean of slayer that you ever see Oh, it's a Santa when in chapter Mopma Mimoshy Fails on the bumper in Candy Kane's mouth Whistled in pipes that the ruffle lingua No, who's decked a panel with a five-inch chop?",en,270,Peco | Delne7ff.Tre,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002249,USER00000492,VIDEO00003198,10.27,53.7,30.0,576,1024,0.5625,1611,6619800,True,"Hey everyone, I just wanted to give a quick update on our casting search for young Lily. First of all, thank you. You signed up and made an account. You've got somebody to read with you. You memorized your lines, you filmed, put your heart into it. And as an actor, I know what that is like to put yourself out there like that and to hit that submit button. And I just want to say thank you. Thank you for believing in the story and in the book and the movie as much as you do. Thank you for being a part of the process.",en,520,to put yourself out there like that | and why this movie is so important | to bring this movie to life for all of you,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001269,USER00000488,VIDEO00002154,10.47,15.533333333333331,30.0,576,1024,0.5625,466,2758281,True,transferring links to the terminal,en,34,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00002593,USER00003037,VIDEO00003575,9.88,13.566666666666666,30.0,576,1024,0.5625,407,2198769,True,"Amazon Office Must-Habs. This rechargeable cordless desk fan can be used as a power bank to charge your phone and has four different speed settings to choose from. It's lightweight, super powerful, and collapses down completely to the size of a notebook.",en,254,Amazon,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003910,USER00000149,VIDEO00004992,8.76,13.75,55.27272727272727,576,1024,0.5625,760,4139678,True,ю,en,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00003007,USER00004149,VIDEO00004020,4.17,53.88722055388722,29.691640866873065,576,1024,0.5625,1600,2967628,True,"A lovely customer mentioned that I charged double the price compared to other big international websites. I think it's important to shed some light on the situation. Most of the large websites are established in South Korea itself. They have direct partnerships with the skincare brands and can acquire products at a lower cost. So they offer competitive prices. But I am just a small business based here in Morocco. I would love to offer the same prices, but I face a",en,468,"Alovely customer | mentioned that I charge | double the price | compared to other big | international websites | Reply to Eman's comment | Rahto meit'snot | logical ghir 7it aproduct | is not availablef mghrib | njinkhlselihalmost | double the original price | wakha tgulia hia na9sa | 3la | ON | GREENTEA | Most of the large | NSINGFOAM | websitesareestablished | inSouthKoreaitself. | They have direct | partnerships with the | skincare brands and can | acquire productsata | lowercostssotheyoffer | competitive prices | RICEWATERBRICHT | RCANNGCEANSEN | ESRUMA | PACORA | By supporting me, you're | not only getting amazing | korean products but also | helpingasmallbusiness | thrive intheprocess.I | really appreciate that | eckang Yul | Essence Toner | 200ml6.8F.0z. | ++StayGlowya++ | ACAIBERRY | NATURALACAIBERRYMASKSHEET",828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
